subscription_id,user_id,plan_id,start_date,end_date,status,monthly_revenue
527,388,1,2022-01-18,,Active,199.0
528,389,1,2022-03-21,2022-04-20,Cancelled,199.0
529,390,2,2021-03-22,2021-12-17,Cancelled,499.0
530,391,1,2019-11-09,2020-11-03,Cancelled,199.0
531,391,1,2020-12-14,,Active,199.0
532,392,1,2022-01-22,2023-05-17,Cancelled,199.0
533,392,2,2023-06-10,,Active,499.0
534,393,1,2020-03-01,,Active,199.0
535,394,1,2019-04-22,,Active,199.0
536,395,2,2022-05-20,2023-05-15,Cancelled,499.0
537,395,2,2023-06-27,2025-04-17,Cancelled,499.0
538,396,2,2019-06-30,2020-05-25,Cancelled,499.0
539,396,2,2020-06-06,,Active,499.0
540,397,2,2026-03-29,,Active,499.0
541,398,2,2025-04-14,2026-05-09,Cancelled,499.0
542,399,1,2025-12-10,,Active,199.0
543,400,3,2019-10-08,,Active,649.0
544,401,1,2022-06-27,2023-01-23,Cancelled,199.0
545,402,2,2025-03-06,2025-09-02,Cancelled,499.0
546,402,2,2025-09-03,,Active,499.0
547,403,2,2023-04-25,2024-03-20,Cancelled,499.0
548,403,2,2024-05-09,2025-08-02,Cancelled,499.0
549,404,2,2021-04-19,2021-11-15,Cancelled,499.0
550,405,3,2025-03-26,,Active,649.0
551,406,3,2021-04-26,2021-12-22,Cancelled,649.0
552,406,2,2022-01-30,2022-10-27,Cancelled,499.0
553,406,2,2022-11-26,,Active,499.0
554,407,2,2026-04-20,,Active,499.0
555,408,1,2019-10-03,,Active,199.0
556,409,1,2024-04-17,2025-03-13,Cancelled,199.0
557,410,3,2019-02-06,2020-12-27,Cancelled,649.0
558,411,2,2025-11-08,,Active,499.0
559,412,3,2021-08-30,2022-01-27,Cancelled,649.0
560,413,2,2019-02-25,2020-04-20,Cancelled,499.0
561,414,1,2025-04-06,2026-03-02,Cancelled,199.0
562,415,1,2026-04-02,2026-07-01,Cancelled,199.0
563,416,2,2025-11-23,2026-03-23,Cancelled,499.0
564,416,2,2026-05-15,,Active,499.0
565,417,2,2022-08-22,2022-10-21,Cancelled,499.0
566,418,3,2019-06-18,2020-02-13,Cancelled,649.0
567,419,1,2020-09-15,2022-07-07,Cancelled,199.0
568,419,3,2022-07-13,,Active,649.0
569,420,2,2019-03-26,2019-09-22,Cancelled,499.0
570,420,2,2019-10-22,2020-01-20,Cancelled,499.0
571,421,3,2019-05-02,2020-05-26,Cancelled,649.0
572,422,1,2020-03-10,2021-04-04,Cancelled,199.0
573,423,1,2023-03-22,2023-05-21,Cancelled,199.0
574,423,1,2023-06-19,2023-07-19,Cancelled,199.0
575,424,2,2024-09-29,2026-01-22,Cancelled,499.0
576,425,3,2023-05-21,,Active,649.0
577,426,3,2020-07-14,2020-10-12,Cancelled,649.0
578,426,2,2020-11-14,2020-12-14,Cancelled,499.0
579,427,2,2023-07-06,2024-03-02,Cancelled,499.0
580,427,1,2024-03-06,2025-07-29,Cancelled,199.0
581,427,2,2025-08-20,2026-03-18,Cancelled,499.0
582,428,1,2020-09-23,2021-05-21,Cancelled,199.0
583,429,3,2022-06-16,2022-09-14,Cancelled,649.0
584,430,1,2025-08-30,,Active,199.0
585,431,2,2020-01-04,,Active,499.0
586,432,3,2025-07-23,2025-08-22,Cancelled,649.0
587,432,1,2025-10-14,,Active,199.0
588,433,2,2021-01-11,2021-11-07,Cancelled,499.0
589,434,3,2024-01-10,2025-08-02,Cancelled,649.0
590,435,2,2020-12-16,2021-01-15,Cancelled,499.0
591,435,1,2021-03-12,2022-12-02,Cancelled,199.0
592,436,3,2020-03-25,,Active,649.0
593,437,2,2022-05-18,2023-02-12,Cancelled,499.0
594,438,3,2021-11-09,2022-11-04,Cancelled,649.0
595,439,1,2022-10-21,2024-02-13,Cancelled,199.0
596,440,3,2020-10-08,2021-02-05,Cancelled,649.0
597,441,2,2026-05-02,,Active,499.0
598,442,2,2024-01-14,2024-08-11,Cancelled,499.0
599,443,3,2025-04-20,2025-11-16,Cancelled,649.0
600,443,2,2026-01-10,2026-05-10,Cancelled,499.0
601,443,2,2026-06-16,,Active,499.0
602,444,2,2024-11-05,2026-02-28,Cancelled,499.0
603,445,3,2024-06-05,,Active,649.0
604,446,2,2020-01-25,,Active,499.0
605,447,2,2023-05-30,,Active,499.0
606,448,2,2025-09-24,,Active,499.0
607,449,2,2019-09-21,2020-05-18,Cancelled,499.0
608,449,3,2020-06-14,2021-02-09,Cancelled,649.0
609,450,3,2022-06-21,2022-11-18,Cancelled,649.0
610,450,2,2022-11-30,2023-01-29,Cancelled,499.0
611,450,2,2023-02-14,,Active,499.0
612,451,2,2020-05-19,2021-11-10,Cancelled,499.0
613,452,3,2024-12-16,,Active,649.0
614,453,1,2025-12-25,,Active,199.0
615,454,1,2019-05-22,2020-07-15,Cancelled,199.0
616,455,3,2025-01-03,2025-03-04,Cancelled,649.0
617,456,2,2021-09-14,2023-03-08,Cancelled,499.0
618,457,1,2026-03-24,,Active,199.0
619,458,1,2019-02-10,2019-05-11,Cancelled,199.0
620,458,1,2019-06-17,,Active,199.0
621,459,1,2020-06-08,2021-09-01,Cancelled,199.0
622,459,1,2021-10-05,2021-11-04,Cancelled,199.0
623,460,2,2024-05-21,2024-07-20,Cancelled,499.0
624,461,3,2024-11-01,,Active,649.0
625,462,2,2019-08-06,,Active,499.0
626,463,1,2020-03-14,2020-07-12,Cancelled,199.0
627,464,1,2021-07-15,2022-12-07,Cancelled,199.0
628,465,3,2019-04-06,,Active,649.0
629,466,2,2024-11-10,2026-01-04,Cancelled,499.0
630,466,2,2026-02-04,2026-03-06,Cancelled,499.0
631,467,2,2024-01-08,2025-03-03,Cancelled,499.0
632,468,3,2024-08-12,2025-02-08,Cancelled,649.0
633,469,2,2022-07-09,2023-12-01,Cancelled,499.0
634,469,3,2023-12-27,,Active,649.0
635,470,3,2023-10-20,2024-08-15,Cancelled,649.0
636,470,1,2024-09-18,2025-08-14,Cancelled,199.0
637,471,2,2023-04-18,2023-11-14,Cancelled,499.0
638,472,2,2024-03-15,2024-10-11,Cancelled,499.0
639,473,1,2022-05-18,2022-06-17,Cancelled,199.0
640,473,2,2022-07-08,2023-12-30,Cancelled,499.0
641,474,1,2023-11-19,,Active,199.0
642,475,2,2023-11-03,2024-03-02,Cancelled,499.0
643,475,3,2024-03-16,2025-09-07,Cancelled,649.0
644,476,3,2023-10-22,,Active,649.0
645,477,1,2025-07-16,,Active,199.0
646,478,2,2021-08-15,2023-04-07,Cancelled,499.0
647,479,1,2025-08-03,,Active,199.0
648,480,2,2019-03-19,2020-10-09,Cancelled,499.0
649,481,3,2022-08-24,2022-12-22,Cancelled,649.0
650,482,3,2022-04-24,,Active,649.0
651,483,2,2025-07-04,,Active,499.0
652,484,2,2019-05-05,,Active,499.0
653,485,3,2020-08-16,2021-03-14,Cancelled,649.0
654,486,3,2022-07-07,,Active,649.0
655,487,1,2025-02-10,2025-06-10,Cancelled,199.0
656,488,1,2022-06-24,2023-01-20,Cancelled,199.0
657,488,3,2023-02-27,2024-06-21,Cancelled,649.0
658,488,1,2024-08-06,,Active,199.0
659,489,3,2023-10-16,,Active,649.0
660,490,2,2020-05-04,2021-07-28,Cancelled,499.0
661,491,3,2026-01-26,,Active,649.0
662,492,2,2024-11-17,2026-04-11,Cancelled,499.0
663,492,3,2026-05-31,,Active,649.0
664,493,1,2019-04-28,2019-05-28,Cancelled,199.0
665,493,3,2019-06-10,,Active,649.0
666,494,3,2024-04-12,2025-04-07,Cancelled,649.0
667,495,1,2019-12-21,2021-08-12,Cancelled,199.0
668,496,2,2023-03-13,2024-04-06,Cancelled,499.0
669,497,3,2024-04-23,2024-06-22,Cancelled,649.0
670,497,1,2024-08-06,2025-03-04,Cancelled,199.0
671,497,3,2025-04-24,2025-05-24,Cancelled,649.0
672,498,2,2025-12-10,,Active,499.0
673,499,1,2019-07-13,2021-01-03,Cancelled,199.0
674,500,1,2021-02-25,2021-06-25,Cancelled,199.0
675,501,1,2024-03-05,2025-06-28,Cancelled,199.0
676,501,2,2025-07-18,,Active,499.0
677,502,2,2020-12-18,2021-07-16,Cancelled,499.0
678,503,1,2024-05-05,2025-05-30,Cancelled,199.0
679,503,3,2025-06-06,2025-08-05,Cancelled,649.0
680,503,3,2025-09-06,2026-02-03,Cancelled,649.0
681,504,1,2020-05-17,,Active,199.0
682,505,1,2020-03-23,2021-05-17,Cancelled,199.0
683,506,2,2023-01-30,2023-04-30,Cancelled,499.0
684,507,2,2024-03-01,2024-03-31,Cancelled,499.0
685,507,1,2024-05-07,2026-03-28,Cancelled,199.0
686,508,3,2020-07-16,2022-04-07,Cancelled,649.0
687,509,2,2025-07-20,,Active,499.0
688,510,1,2025-07-07,,Active,199.0
689,511,1,2019-08-11,2021-02-01,Cancelled,199.0
690,511,1,2021-02-20,,Active,199.0
691,512,3,2021-04-13,2021-12-09,Cancelled,649.0
692,513,1,2023-03-03,2023-05-02,Cancelled,199.0
693,513,3,2023-05-13,2024-03-08,Cancelled,649.0
694,514,2,2022-09-06,2022-10-06,Cancelled,499.0
695,514,3,2022-10-29,,Active,649.0
696,515,3,2020-11-29,,Active,649.0
697,516,3,2022-12-20,2023-02-18,Cancelled,649.0
698,517,2,2026-03-21,,Active,499.0
699,518,2,2021-04-22,,Active,499.0
700,519,1,2020-08-22,2022-07-13,Cancelled,199.0
701,520,1,2024-07-14,,Active,199.0
702,521,2,2023-04-12,2023-05-12,Cancelled,499.0
703,522,2,2024-03-09,2025-01-03,Cancelled,499.0
704,522,1,2025-02-17,,Active,199.0
705,523,2,2023-11-05,2025-01-28,Cancelled,499.0
706,524,2,2024-09-14,,Active,499.0
707,525,3,2024-06-19,2025-03-16,Cancelled,649.0
708,526,2,2023-07-18,2024-04-13,Cancelled,499.0
709,526,3,2024-05-03,2026-01-23,Cancelled,649.0
710,527,3,2022-05-29,2023-10-21,Cancelled,649.0
711,528,1,2022-06-13,2022-08-12,Cancelled,199.0
712,529,2,2020-12-27,2021-03-27,Cancelled,499.0
713,530,1,2022-05-14,2024-03-04,Cancelled,199.0
714,531,3,2023-07-15,2024-06-09,Cancelled,649.0
715,532,2,2024-05-15,2026-03-06,Cancelled,499.0
716,533,2,2024-10-17,2025-01-15,Cancelled,499.0
717,534,3,2021-10-29,2022-06-26,Cancelled,649.0
718,535,1,2024-06-29,2024-10-27,Cancelled,199.0
719,536,2,2022-04-12,2023-07-06,Cancelled,499.0
720,536,3,2023-08-22,2023-10-21,Cancelled,649.0
721,537,2,2021-09-08,2022-05-06,Cancelled,499.0
722,538,3,2020-03-24,2021-12-14,Cancelled,649.0
723,539,3,2020-12-28,2022-05-22,Cancelled,649.0
724,540,2,2024-02-04,2025-10-26,Cancelled,499.0
725,540,3,2025-12-04,,Active,649.0
726,541,1,2020-08-15,2021-11-08,Cancelled,199.0
727,542,3,2019-07-30,,Active,649.0
728,543,1,2021-01-14,2021-04-14,Cancelled,199.0
729,543,1,2021-05-18,2022-06-12,Cancelled,199.0
730,543,1,2022-08-08,,Active,199.0
731,544,1,2026-06-05,,Active,199.0
732,545,1,2020-02-15,2022-01-05,Cancelled,199.0
733,546,2,2020-01-29,2020-09-25,Cancelled,499.0
734,547,2,2022-01-08,,Active,499.0
735,548,2,2021-11-14,2022-03-14,Cancelled,499.0
736,548,3,2022-04-01,2022-05-01,Cancelled,649.0
737,549,1,2025-11-24,,Active,199.0
738,550,2,2020-10-13,2021-01-11,Cancelled,499.0
739,551,2,2022-02-16,2023-01-12,Cancelled,499.0
740,551,2,2023-02-13,,Active,499.0
741,552,3,2021-03-06,2021-11-01,Cancelled,649.0
742,553,2,2020-11-15,2021-06-13,Cancelled,499.0
743,554,3,2021-06-01,2022-10-24,Cancelled,649.0
744,554,1,2022-12-10,2024-08-31,Cancelled,199.0
745,555,1,2020-12-04,,Active,199.0
746,556,2,2024-05-20,2025-12-11,Cancelled,499.0
747,556,2,2026-01-22,,Active,499.0
748,557,1,2024-12-03,2025-11-28,Cancelled,199.0
749,558,2,2020-04-28,2020-11-24,Cancelled,499.0
750,559,1,2022-09-19,2023-08-15,Cancelled,199.0
751,560,2,2020-12-23,,Active,499.0
752,561,1,2025-07-03,2025-10-01,Cancelled,199.0
753,562,3,2019-10-05,,Active,649.0
754,563,2,2022-01-25,,Active,499.0
755,564,1,2021-06-26,2021-08-25,Cancelled,199.0
756,565,1,2021-09-22,2022-09-17,Cancelled,199.0
757,566,2,2026-01-21,,Active,499.0
758,567,2,2023-01-20,2024-10-11,Cancelled,499.0
759,568,2,2021-11-06,2022-07-04,Cancelled,499.0
760,568,3,2022-07-06,2024-01-27,Cancelled,649.0
761,569,3,2025-01-21,,Active,649.0
762,570,2,2024-10-29,2025-09-24,Cancelled,499.0
763,570,1,2025-10-20,,Active,199.0
764,571,1,2020-02-01,,Active,199.0
765,572,1,2022-06-18,,Active,199.0
766,573,3,2022-02-02,2023-07-27,Cancelled,649.0
767,573,3,2023-09-09,2025-05-31,Cancelled,649.0
768,574,1,2022-05-16,2023-05-11,Cancelled,199.0
769,575,3,2021-08-13,2022-03-11,Cancelled,649.0
770,576,1,2025-03-06,2025-07-04,Cancelled,199.0
771,577,1,2026-06-19,,Active,199.0
772,578,1,2019-03-15,2019-10-11,Cancelled,199.0
773,578,3,2019-12-06,2021-01-29,Cancelled,649.0
774,579,1,2025-06-03,,Active,199.0
775,580,2,2025-06-26,,Active,499.0
776,581,1,2021-09-28,2022-03-27,Cancelled,199.0
777,582,2,2022-08-21,2023-10-15,Cancelled,499.0
778,582,2,2023-11-07,2024-01-06,Cancelled,499.0
779,582,2,2024-02-20,,Active,499.0
780,583,2,2019-10-07,2021-03-30,Cancelled,499.0
781,583,2,2021-04-25,2021-05-25,Cancelled,499.0
782,584,1,2021-08-19,2022-11-12,Cancelled,199.0
783,584,2,2022-11-26,2023-01-25,Cancelled,499.0
784,585,2,2020-10-14,2022-03-08,Cancelled,499.0
785,585,1,2022-03-18,2023-06-11,Cancelled,199.0
786,586,2,2025-10-18,,Active,499.0
787,587,3,2019-10-21,2021-02-12,Cancelled,649.0
788,588,2,2021-07-19,2023-05-10,Cancelled,499.0
789,588,1,2023-06-12,2024-07-06,Cancelled,199.0
790,589,2,2022-08-09,2023-10-03,Cancelled,499.0
791,589,1,2023-11-04,2024-07-31,Cancelled,199.0
792,590,1,2026-04-30,,Active,199.0
793,591,1,2025-02-15,,Active,199.0
794,592,2,2026-01-07,,Active,499.0
795,593,2,2021-04-29,2021-09-26,Cancelled,499.0
796,594,1,2021-01-03,2022-10-25,Cancelled,199.0
797,595,2,2023-04-14,2023-08-12,Cancelled,499.0
798,596,3,2021-07-21,2022-04-17,Cancelled,649.0
799,597,1,2019-02-13,2020-11-04,Cancelled,199.0
800,598,3,2025-02-01,2025-04-02,Cancelled,649.0
801,599,3,2019-09-17,2019-12-16,Cancelled,649.0
802,599,1,2020-01-03,,Active,199.0
803,600,1,2020-06-19,2022-02-09,Cancelled,199.0
804,601,1,2026-01-26,,Active,199.0
805,602,2,2024-06-27,2026-05-18,Cancelled,499.0
806,603,2,2023-10-26,,Active,499.0
807,604,1,2019-12-20,2021-04-13,Cancelled,199.0
808,604,2,2021-04-14,2022-11-05,Cancelled,499.0
809,605,1,2020-11-17,,Active,199.0
810,606,1,2020-07-16,,Active,199.0
811,607,1,2023-10-22,2024-08-17,Cancelled,199.0
812,608,1,2022-10-02,2022-12-01,Cancelled,199.0
813,609,2,2021-09-14,2022-12-08,Cancelled,499.0
814,610,3,2024-08-04,2024-09-03,Cancelled,649.0
815,611,3,2024-10-31,2026-02-23,Cancelled,649.0
816,612,1,2024-07-17,2024-09-15,Cancelled,199.0
817,612,1,2024-10-19,2024-11-18,Cancelled,199.0
818,613,1,2019-10-17,2020-11-10,Cancelled,199.0
819,613,1,2020-11-26,2022-04-20,Cancelled,199.0
820,614,1,2023-07-26,,Active,199.0
821,615,1,2020-07-29,2022-02-19,Cancelled,199.0
822,616,1,2021-01-15,2021-09-12,Cancelled,199.0
823,616,1,2021-10-04,2022-01-02,Cancelled,199.0
824,617,3,2026-05-02,,Active,649.0
825,618,1,2022-02-11,2023-04-07,Cancelled,199.0
826,619,2,2024-11-26,,Active,499.0
827,620,2,2020-11-05,2022-08-27,Cancelled,499.0
828,621,1,2026-04-16,,Active,199.0
829,622,2,2021-01-28,2021-03-29,Cancelled,499.0
830,623,1,2020-05-13,,Active,199.0
831,624,2,2021-06-03,2022-11-25,Cancelled,499.0
832,625,1,2020-04-19,2022-02-08,Cancelled,199.0
833,625,1,2022-02-11,2023-12-03,Cancelled,199.0
834,626,2,2023-06-28,2024-02-23,Cancelled,499.0
835,627,2,2020-01-30,,Active,499.0
836,628,2,2020-07-22,,Active,499.0
837,629,3,2024-04-06,2025-07-30,Cancelled,649.0
838,629,1,2025-09-11,,Active,199.0
839,630,2,2019-04-27,,Active,499.0
840,631,1,2022-04-21,,Active,199.0
841,632,3,2024-03-10,2025-01-04,Cancelled,649.0
842,632,2,2025-01-16,,Active,499.0
843,633,1,2022-05-04,,Active,199.0
844,634,2,2019-03-01,2020-01-25,Cancelled,499.0
845,635,2,2020-03-08,2021-07-31,Cancelled,499.0
846,636,2,2026-04-12,,Active,499.0
847,637,3,2024-10-15,2025-05-13,Cancelled,649.0
848,638,1,2021-08-17,2022-11-10,Cancelled,199.0
849,639,3,2025-07-20,,Active,649.0
850,640,3,2019-01-19,2019-07-18,Cancelled,649.0
851,640,3,2019-08-22,,Active,649.0
852,641,2,2019-05-10,,Active,499.0
853,642,2,2025-08-18,2026-02-14,Cancelled,499.0
854,643,3,2024-01-21,2025-01-15,Cancelled,649.0
855,644,2,2023-07-01,,Active,499.0
856,645,3,2021-08-01,,Active,649.0
857,646,2,2025-02-16,2026-01-12,Cancelled,499.0
858,647,2,2023-07-24,2024-05-19,Cancelled,499.0
859,648,2,2022-04-06,,Active,499.0
860,649,1,2021-11-07,2021-12-07,Cancelled,199.0
861,650,2,2021-08-27,2022-12-20,Cancelled,499.0
862,651,1,2023-04-25,,Active,199.0
863,652,1,2023-11-29,2024-08-25,Cancelled,199.0
864,653,1,2025-01-12,2026-03-08,Cancelled,199.0
865,653,2,2026-03-23,,Active,499.0
866,654,2,2022-01-16,2023-07-10,Cancelled,499.0
867,654,2,2023-08-20,2024-01-17,Cancelled,499.0
868,655,1,2020-11-26,2021-10-22,Cancelled,199.0
869,655,3,2021-11-27,,Active,649.0
870,656,1,2023-03-03,,Active,199.0
871,657,2,2023-05-17,,Active,499.0
872,658,1,2021-01-30,,Active,199.0
873,659,2,2019-07-20,2021-01-10,Cancelled,499.0
874,660,3,2021-06-29,,Active,649.0
875,661,2,2019-07-13,,Active,499.0
876,662,2,2019-08-14,2020-01-11,Cancelled,499.0
877,663,1,2026-03-29,,Active,199.0
878,664,1,2024-11-09,,Active,199.0
879,665,3,2019-04-08,2020-02-02,Cancelled,649.0
880,666,1,2021-08-13,,Active,199.0
881,667,1,2020-11-28,2022-02-21,Cancelled,199.0
882,667,3,2022-03-01,2022-09-27,Cancelled,649.0
883,668,2,2026-04-23,,Active,499.0
884,669,1,2022-04-13,2023-03-09,Cancelled,199.0
885,670,2,2020-12-12,,Active,499.0
886,671,2,2023-10-04,2024-06-30,Cancelled,499.0
887,672,3,2022-07-24,2022-08-23,Cancelled,649.0
888,672,2,2022-09-19,2023-06-16,Cancelled,499.0
889,673,1,2020-05-27,,Active,199.0
890,674,1,2021-04-16,2023-02-05,Cancelled,199.0
891,675,2,2019-12-15,,Active,499.0
892,676,1,2024-03-14,2024-06-12,Cancelled,199.0
893,677,1,2026-04-11,,Active,199.0
894,678,1,2025-01-22,2025-07-21,Cancelled,199.0
895,678,2,2025-08-03,2025-09-02,Cancelled,499.0
896,679,2,2021-10-24,2023-01-17,Cancelled,499.0
897,680,3,2022-08-26,2024-04-17,Cancelled,649.0
898,681,1,2019-06-16,2021-02-05,Cancelled,199.0
899,681,2,2021-03-06,2022-11-26,Cancelled,499.0
900,682,1,2021-10-01,2022-08-27,Cancelled,199.0
901,683,1,2019-03-29,2020-05-22,Cancelled,199.0
902,683,3,2020-05-31,2021-11-22,Cancelled,649.0
903,684,3,2024-08-01,2025-12-24,Cancelled,649.0
904,685,3,2025-10-25,,Active,649.0
905,686,2,2020-06-08,2021-02-03,Cancelled,499.0
906,687,1,2024-01-20,2025-07-13,Cancelled,199.0
907,688,1,2023-06-30,2024-10-22,Cancelled,199.0
908,689,1,2022-02-18,,Active,199.0
909,690,2,2024-07-01,,Active,499.0
910,691,1,2024-02-05,2024-11-01,Cancelled,199.0
911,692,1,2021-01-07,2022-10-29,Cancelled,199.0
912,692,1,2022-11-03,2023-03-03,Cancelled,199.0
913,693,3,2024-12-26,,Active,649.0
914,694,3,2023-12-01,2025-08-22,Cancelled,649.0
915,695,1,2021-05-05,,Active,199.0
916,696,3,2024-07-06,2026-03-28,Cancelled,649.0
917,696,2,2026-05-01,,Active,499.0
918,697,2,2023-10-21,2024-06-17,Cancelled,499.0
919,698,1,2019-11-18,,Active,199.0
920,699,1,2020-03-31,2022-02-19,Cancelled,199.0
921,700,3,2021-06-05,2021-12-02,Cancelled,649.0
922,700,1,2021-12-09,2022-07-07,Cancelled,199.0
923,701,3,2019-05-02,2020-06-25,Cancelled,649.0
924,702,2,2022-01-17,2022-06-16,Cancelled,499.0
925,703,1,2022-06-17,2023-07-12,Cancelled,199.0
926,704,3,2024-10-25,2025-03-24,Cancelled,649.0
927,704,2,2025-05-13,,Active,499.0
928,705,3,2020-04-14,2021-01-09,Cancelled,649.0
929,706,2,2023-04-03,2024-12-23,Cancelled,499.0
930,706,3,2025-02-16,2025-03-18,Cancelled,649.0
931,706,3,2025-04-01,2026-02-25,Cancelled,649.0
932,707,3,2023-12-25,2025-08-16,Cancelled,649.0
933,707,3,2025-08-17,2026-01-14,Cancelled,649.0
934,707,1,2026-02-17,,Active,199.0
935,708,2,2022-05-15,,Active,499.0
936,709,1,2025-10-20,,Active,199.0
937,710,1,2021-05-22,2022-06-16,Cancelled,199.0
938,710,1,2022-07-14,2023-08-08,Cancelled,199.0
939,710,1,2023-08-28,2024-09-21,Cancelled,199.0
940,711,3,2022-01-21,,Active,649.0
941,712,2,2019-01-12,2019-05-12,Cancelled,499.0
942,712,1,2019-05-31,2021-04-20,Cancelled,199.0
943,713,2,2022-01-29,2022-08-27,Cancelled,499.0
944,714,2,2019-02-25,2019-05-26,Cancelled,499.0
945,715,3,2026-05-17,,Active,649.0
946,716,1,2020-10-20,2020-12-19,Cancelled,199.0
947,717,3,2025-02-01,2026-04-27,Cancelled,649.0
948,718,2,2019-11-16,2020-05-14,Cancelled,499.0
949,719,2,2021-01-20,2021-12-16,Cancelled,499.0
950,720,1,2019-11-24,2021-07-16,Cancelled,199.0
951,721,2,2021-10-06,,Active,499.0
952,722,2,2023-07-09,2024-11-30,Cancelled,499.0
953,723,3,2022-02-23,2022-04-24,Cancelled,649.0
954,723,2,2022-05-09,2022-10-06,Cancelled,499.0
955,724,2,2023-07-16,2025-02-05,Cancelled,499.0
956,724,1,2025-04-05,,Active,199.0
957,725,1,2025-01-16,2025-09-13,Cancelled,199.0
958,726,3,2019-05-03,2019-12-29,Cancelled,649.0
959,726,1,2020-01-09,2021-02-02,Cancelled,199.0
960,727,2,2022-03-07,2022-11-02,Cancelled,499.0
961,727,1,2022-12-01,2024-06-23,Cancelled,199.0
962,728,1,2023-06-15,2024-10-07,Cancelled,199.0
963,729,1,2022-12-04,,Active,199.0
964,730,2,2020-02-04,,Active,499.0
965,731,2,2020-07-19,2021-12-11,Cancelled,499.0
966,732,1,2021-10-29,2023-08-20,Cancelled,199.0
967,732,1,2023-08-29,2024-02-25,Cancelled,199.0
968,733,1,2023-11-19,2025-04-12,Cancelled,199.0
969,734,2,2026-06-02,,Active,499.0
970,735,1,2021-10-05,,Active,199.0
971,736,2,2022-11-30,,Active,499.0
972,737,2,2021-04-19,2022-09-11,Cancelled,499.0
973,738,1,2019-04-04,,Active,199.0
974,739,2,2021-12-26,2023-10-17,Cancelled,499.0
975,740,1,2021-08-09,,Active,199.0
976,741,2,2020-02-17,,Active,499.0
977,742,3,2024-01-11,2025-02-04,Cancelled,649.0
978,743,2,2020-12-08,,Active,499.0
979,744,1,2020-09-06,2021-08-02,Cancelled,199.0
980,744,1,2021-08-29,,Active,199.0
981,745,1,2021-12-01,2023-04-25,Cancelled,199.0
982,745,1,2023-05-09,,Active,199.0
983,746,1,2026-03-25,2026-06-23,Cancelled,199.0
984,747,2,2023-10-09,2024-12-02,Cancelled,499.0
985,748,2,2022-03-10,2022-10-06,Cancelled,499.0
986,749,1,2025-02-24,2025-10-22,Cancelled,199.0
987,749,1,2025-10-29,,Active,199.0
988,750,2,2019-02-27,2019-03-29,Cancelled,499.0
989,751,2,2021-07-11,,Active,499.0
990,752,1,2023-01-20,2024-03-15,Cancelled,199.0
991,753,1,2022-08-30,,Active,199.0
992,754,2,2024-01-26,2024-04-25,Cancelled,499.0
993,754,2,2024-06-21,,Active,499.0
994,755,3,2024-04-05,2025-05-30,Cancelled,649.0
995,756,3,2022-06-02,2023-08-26,Cancelled,649.0
996,756,2,2023-10-21,2024-05-18,Cancelled,499.0
997,757,2,2025-12-20,,Active,499.0
998,758,2,2025-12-16,,Active,499.0
999,759,2,2022-07-25,2023-11-17,Cancelled,499.0
1000,760,2,2025-10-05,2026-06-02,Cancelled,499.0
1001,760,1,2026-06-08,,Active,199.0
1002,761,1,2023-10-21,2024-08-16,Cancelled,199.0
1003,762,3,2020-01-16,,Active,649.0
1004,763,3,2019-11-24,,Active,649.0
1005,764,1,2019-08-07,2021-05-28,Cancelled,199.0
1006,765,2,2020-08-02,,Active,499.0
1007,766,2,2021-05-05,2021-10-02,Cancelled,499.0
1008,766,1,2021-10-05,2021-12-04,Cancelled,199.0
1009,767,3,2019-07-09,2019-09-07,Cancelled,649.0
1010,768,3,2023-07-24,2025-05-14,Cancelled,649.0
1011,769,2,2022-01-30,2023-04-25,Cancelled,499.0
1012,769,3,2023-05-29,,Active,649.0
1013,770,1,2023-07-06,2024-03-02,Cancelled,199.0
1014,771,3,2022-10-09,2023-07-06,Cancelled,649.0
1015,772,2,2021-01-13,2022-12-04,Cancelled,499.0
1016,773,2,2023-08-11,2024-07-06,Cancelled,499.0
1017,774,2,2026-02-17,,Active,499.0
1018,775,2,2021-05-17,,Active,499.0
1019,776,2,2021-04-21,,Active,499.0
1020,777,1,2022-11-14,2023-04-13,Cancelled,199.0
1021,777,2,2023-06-02,,Active,499.0
1022,778,3,2025-01-10,2026-06-04,Cancelled,649.0
1023,778,2,2026-07-05,,Active,499.0
1024,779,3,2022-12-26,2023-04-25,Cancelled,649.0
1025,779,3,2023-05-03,,Active,649.0
1026,780,1,2025-03-27,,Active,199.0
1027,781,2,2019-07-22,2020-05-17,Cancelled,499.0
1028,782,2,2019-09-27,2021-06-18,Cancelled,499.0
1029,783,2,2022-01-17,2022-02-16,Cancelled,499.0
1030,784,1,2020-09-28,2020-10-28,Cancelled,199.0
1031,784,2,2020-11-27,2021-12-22,Cancelled,499.0
1032,785,1,2019-03-05,,Active,199.0
1033,786,1,2020-08-12,,Active,199.0
1034,787,3,2021-01-12,2022-10-04,Cancelled,649.0
1035,788,3,2025-11-23,,Active,649.0
1036,789,1,2024-11-11,2025-05-10,Cancelled,199.0
1037,790,1,2021-08-19,2023-04-11,Cancelled,199.0
1038,790,1,2023-05-24,,Active,199.0
1039,791,1,2026-03-08,,Active,199.0
1040,792,1,2025-04-09,,Active,199.0
1041,793,2,2020-11-17,2022-03-12,Cancelled,499.0
1042,794,2,2022-08-01,2023-09-25,Cancelled,499.0
1043,794,2,2023-10-03,,Active,499.0
1044,795,1,2025-11-28,,Active,199.0
